#GBE_ID	GBE_short_name	pops	num_pops	gene	num_variants_pav	num_variants_ptv	log_10_BF_study_similar_var_independent_sigma_m_mpc_pli_pav	log_10_BF_study_similar_var_similar_sigma_m_mpc_pli_pav	log_10_BF_study_similar_var_similar_sigma_m_mpc_pli_ptv
BIN_FC7001747	Hair colour (natural, before greying) brown	non_british_white_others_related_white_british	4.0	SLC12A9	20.0		5.62	3.21	nan
BIN_FC7001747	Hair colour (natural, before greying) brown	non_british_white_others_related_white_british	4.0	SPATA33	8.0	4.0	5.08	5.29	5.09
BIN_FC7001747	Hair colour (natural, before greying) brown	non_british_white_others_related_white_british	4.0	TCF25	24.0		5	11.6	nan
BIN_FC7001747	Hair colour (natural, before greying) brown	non_british_white_others_related_white_british	4.0	CDK10	24.0		4.12	5.22	nan
BIN_FC7001747	Hair colour (natural, before greying) brown	non_british_white_others_related_white_british	4.0	ZNF778	44.0		3.31	8.8	nan
FH1002	Breast cancer (FH)	non_british_white_others_related_white_british	4.0	CHEK2	16.0	8.0	9.48	9.45	10.4
FH1220	Diabetes (FH)	african_non_british_white_others_related_s_asian_white_british	6.0	PAM	32.0		5.49	5.63	nan
FH1263	Alzheimer's/dementia (FH)	non_british_white_others_related_white_british	4.0	TTK	12.0		5.44	5.17	nan
FH1263	Alzheimer's/dementia (FH)	non_british_white_others_related_white_british	4.0	OMA1	20.0		2.49	5.14	nan
FH1263	Alzheimer's/dementia (FH)	non_british_white_others_related_white_british	4.0	TREM2	12.0		3.87	6.08	nan
HC1158	TTE other dermatitis	others_related_white_british	3.0	FLG	72.0	6.0	5.35	4.63	6.32
INI10030500	Microalbumin in urine	african_non_british_white_others_related_s_asian_white_british	6.0	COL4A4	684.0	36.0	11.1	6.09	14.2
INI10030500	Microalbumin in urine	african_non_british_white_others_related_s_asian_white_british	6.0	CUBN	1792.0	139.0	10.7	10.1	6.65
INI10030600	Albumin	african_non_british_white_others_related_s_asian_white_british	6.0	FCGRT	232.0	14.0	58.8	78.3	4.82
INI10030600	Albumin	african_non_british_white_others_related_s_asian_white_british	6.0	ALB	427.0	35.0	29.1	51.7	46.8
INI10030600	Albumin	african_non_british_white_others_related_s_asian_white_british	6.0	SNX8	473.0	26.0	8.74	3	0.083
INI10030600	Albumin	african_non_british_white_others_related_s_asian_white_british	6.0	SERPINA1	396.0	16.0	8.52	4.77	0.192
INI10030600	Albumin	african_non_british_white_others_related_s_asian_white_british	6.0	IQGAP2	1151.0	128.0	5.39	8.26	7.26
INI10030600	Albumin	african_non_british_white_others_related_s_asian_white_british	6.0	TNFRSF13B	355.0	45.0	5.73	5.95	0.0892
INI10030600	Albumin	african_non_british_white_others_related_s_asian_white_british	6.0	ABCA6	1245.0	146.0	0.908	6.66	3.16
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	GPLD1	832.0	86.0	331	393	271
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	ALPL	428.0	47.0	242	533	37.6
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	HSPG2	4492.0	177.0	85.5	5.94	-0.617
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	GBGT1	468.0	44.0	29	4.88	-0.625
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	ALDH5A1	486.0	50.0	35.4	1.38	-0.323
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	NBPF3	573.0	73.0	18.9	2.1	0.474
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	ASGR1	235.0	33.0	17.1	50	14.9
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	ECE1	518.0	31.0	16.3	6.8	0.165
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	TDP2	292.0	39.0	9.98	5.02	-0.278
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	ZNF800	302.0	3.0	8.14	5.16	-0.057
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	FBXW4	417.0	23.0	6.32	2.81	-0.2
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	OSGIN1	596.0	32.0	6.85	1.6	-0.139
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	ABCB11	1015.0	46.0	5.44	11.7	5.19
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	SURF2	295.0	36.0	6.26	0.955	-0.388
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	ATG4C	402.0	56.0	4.31	7.15	5.89
INI10030610	Alkaline phosphatase	african_non_british_white_others_related_s_asian_white_british	6.0	PKD1	5073.0	53.0	6.79	3.14	-0.514
INI10030620	Alanine aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	GPT	534.0	57.0	282	480	116
INI10030620	Alanine aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	SLC30A10	253.0	8.0	7.15	4.61	-0.279
INI10030620	Alanine aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	ARHGAP39	711.0	16.0	7.22	1.65	-0.183
INI10030620	Alanine aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	ANO5	737.0	89.0	6.44	8.41	6.82
INI10030620	Alanine aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	RECQL4	1676.0	117.0	5.85	2.44	-0.398
INI1003063	FEV FVC ratio	african_non_british_white_others_related_s_asian_white_british	6.0	HMCN1	4016.0	202.0	2.21	10.4	5.21
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	ABCA1	1489.0	92.0	60.4	106	31
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	LIPC	625.0	44.0	31.4	41.7	15.5
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	LIPG	435.0	39.0	29.2	31.4	3.72
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	ANGPTL3	316.0	50.0	23.1	24.2	23.9
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	APOA1	220.0	14.0	20.1	2.42	1.45
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	PLA2G12A	179.0	23.0	18.2	16.4	-0.277
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	CETP	446.0	43.0	11.7	19.1	14.1
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	APOC3	108.0	19.0	9.29	10.6	11.1
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	LPL	385.0	26.0	7.42	13.4	4.51
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	APOB	3001.0	131.0	8.1	8.74	1.86
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	SCARB1	517.0	26.0	7.93	9	0.671
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	SIDT2	721.0	39.0	5.23	2.7	-0.267
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	LCAT	300.0	19.0	4.36	28.2	3.81
INI10030630	Apolipoprotein A	african_non_british_white_others_related_s_asian_white_british	6.0	CD36	853.0	228.0	4.96	11.9	7.4
INI1003064	PEF pred. ratio	african_non_british_white_others_related_s_asian_white_british	6.0	HMCN1	4016.0	202.0	2.21	10.4	5.21
INI10030650	Aspartate aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	GOT1	281.0	21.0	86.8	75.4	27.7
INI10030650	Aspartate aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	TMEM236	318.0	33.0	23.9	2.43	-0.0623
INI10030650	Aspartate aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	ANO5	736.0	89.0	14.4	15.8	13.9
INI10030650	Aspartate aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	SLC30A10	253.0	8.0	9.05	5.09	-0.292
INI10030650	Aspartate aminotransferase	african_non_british_white_others_related_s_asian_white_british	6.0	SH3TC1	1811.0	131.0	7.68	2.04	-0.915
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	UGT1A7	228.0	37.0	133	42.7	-0.238
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	MROH2A	1497.0	141.0	55.7	12	6.74
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	SLCO1B3	682.0	80.0	25.4	38.7	24.7
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	UGT1A5	207.0	19.0	21.4	7.54	0.139
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	UGT1A4	334.0	22.0	16.9	2.38	-0.329
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	UGT1A10	428.0	37.0	15.6	24.4	16.2
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	UGT1A3	289.0	35.0	14.6	2.03	2.95
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	DGKD	824.0	23.0	11.6	-0.19	-0.176
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	SAG	404.0	37.0	12.4	3.61	-0.127
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	UGT1A9	226.0	19.0	11.9	0.0724	-0.266
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	USP40	985.0	99.0	9.15	0.125	-0.498
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	SLCO1B1	545.0	77.0	5.16	11.2	5.16
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	HJURP	583.0	37.0	5.73	-0.124	-0.281
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	TRPM8	827.0	79.0	5.31	2.29	-0.452
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	UGT1A1	166.0	15.0	6.48	17.6	0.171
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	APOB	2890.0	134.0	4.17	2.88	10.3
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	HBB	126.0	29.0	2.07	6.7	6.71
INI10030660	Direct bilirubin	african_non_british_white_others_related_s_asian_white_british	6.0	PCSK9	702.0	72.0	1.26	5.42	3
INI10030670	Urea	african_non_british_white_others_related_s_asian_white_british	6.0	RBM47	437.0	10.0	8.61	14.2	1.14
INI10030670	Urea	african_non_british_white_others_related_s_asian_white_british	6.0	SLC34A3	779.0	60.0	1.76	5.01	4.18
INI10030680	Calcium	african_non_british_white_others_related_s_asian_white_british	6.0	CASR	409.0	16.0	21	0.00167	4.21
INI10030680	Calcium	african_non_british_white_others_related_s_asian_white_british	6.0	FCGRT	233.0	14.0	16.9	20.1	0.711
INI10030680	Calcium	african_non_british_white_others_related_s_asian_white_british	6.0	ALB	427.0	35.0	9.5	13	15.4
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	SLC22A2	484.0	34.0	21.7	28.9	21.8
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	LRP2	3231.0	90.0	11.6	16.6	1.49
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	SLC22A7	424.0	48.0	8.18	6.26	0.413
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	PKHD1	3235.0	230.0	8.71	6.3	1.71
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	CUBN	3199.0	228.0	6.68	2.71	1.16
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	RNF186	223.0	15.0	5.57	2.87	5.25
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	SLC34A3	779.0	60.0	5.84	9.36	8.28
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	SLC6A19	919.0	96.0	5.46	1.46	-0.517
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	SLC7A9	438.0	38.0	3.73	5.62	0.55
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	SLC47A1	561.0	61.0	2.2	5.22	0.217
INI10030700	Creatinine	african_non_british_white_others_related_s_asian_white_british	6.0	CLDN10	198.0	23.0	1.05	5.66	3.68
INI10030710	C-reactive protein	african_non_british_white_others_related_s_asian_white_british	6.0	CRP	181.0	29.0	114	119	10.7
INI10030710	C-reactive protein	african_non_british_white_others_related_s_asian_white_british	6.0	TOMM40	250.0	11.0	9.93	6.8	-0.254
INI10030710	C-reactive protein	african_non_british_white_others_related_s_asian_white_british	6.0	APCS	172.0	25.0	10.1	1.85	-0.496
INI10030710	C-reactive protein	african_non_british_white_others_related_s_asian_white_british	6.0	DUSP23	179.0	9.0	5.52	3.79	-0.125
INI10030710	C-reactive protein	african_non_british_white_others_related_s_asian_white_british	6.0	LEPR	650.0	40.0	5.28	-0.384	-0.371
INI10030710	C-reactive protein	african_non_british_white_others_related_s_asian_white_british	6.0	CLASRP	762.0	47.0	5.72	0.941	-0.264
INI10030710	C-reactive protein	african_non_british_white_others_related_s_asian_white_british	6.0	APOE	314.0	9.0	5.21	1.97	-0.107
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	CST3	162.0	24.0	90.7	213	159
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	SH2B3	688.0	48.0	8.02	10.4	1.39
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	CST9L	123.0	19.0	9.77	1.3	2.51
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	CST9	167.0	21.0	9.9	2.16	0.232
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	THBD	410.0	13.0	8.4	0.207	-0.0975
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	CGNL1	1172.0	60.0	5.45	8.82	5.79
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	SLC34A3	779.0	60.0	6.9	8.38	7.86
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	LRP2	3228.0	90.0	5.41	8.66	1.58
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	PKHD1	3237.0	230.0	2.66	5.39	1.12
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	CLDN10	198.0	23.0	1.83	9.09	4.78
INI10030720	Cystatin C	african_non_british_white_others_related_s_asian_white_british	6.0	HLA-C	1384.0	156.0	0.356	5.77	0.774
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	GGT1	545.0	39.0	52.1	42.9	2.93
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	LRRC75B	386.0	50.0	33.4	21.2	11.1
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	RORC	324.0	29.0	14.9	15.1	14.6
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	UPB1	377.0	57.0	14.1	8.38	9.47
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	SPECC1L	614.0	25.0	8.3	3.37	0.147
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	SYNJ2	1405.0	111.0	10.6	8.2	2.32
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	AMN	454.0	39.0	8.65	0.102	-0.366
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	A1CF	366.0	35.0	7.19	13	3.38
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	EXOC3L4	818.0	62.0	7.99	9.95	1.41
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	PIWIL3	832.0	121.0	5.6	3.4	0.823
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	ABCB11	1014.0	46.0	6.12	0.21	0.291
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	CABIN1	1503.0	74.0	5.42	-0.451	-0.391
INI10030730	Gamma glutamyltransferase	african_non_british_white_others_related_s_asian_white_british	6.0	SIGLEC1	1693.0	127.0	3.81	5.24	0.687
INI10030740	Glucose	african_non_british_white_others_related_s_asian_white_british	6.0	G6PC2	333.0	50.0	59.5	53.3	15.8
INI10030740	Glucose	african_non_british_white_others_related_s_asian_white_british	6.0	MAP3K15	976.0	104.0	9.73	10.6	3.5
INI10030740	Glucose	african_non_british_white_others_related_s_asian_white_british	6.0	ANKH	296.0	13.0	5.37	1.25	-0.108
INI10030740	Glucose	african_non_british_white_others_related_s_asian_white_british	6.0	GCK	222.0	19.0	3.17	7.29	3.02
INI10030740	Glucose	african_non_british_white_others_related_s_asian_white_british	6.0	GIGYF1	938.0	40.0	1.69	2.17	5.89
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	RENBP	279.0	17.0	11.6	2.94	0.356
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	G6PC2	332.0	53.0	27.9	26.7	8.73
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	TMC8	655.0	47.0	21.4	0.0978	0.345
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	G6PD	243.0	7.0	30.7	10.3	-0.179
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	PIEZO1	3990.0	147.0	26.4	5.45	-0.322
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	CTU2	900.0	77.0	21.1	0.808	-0.414
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	MAP3K15	982.0	105.0	16.6	15.7	6.52
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	AMPD3	712.0	54.0	16.3	4.93	0.182
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	RHAG	309.0	18.0	11.4	11.7	12.5
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	ANKH	303.0	14.0	8.85	1.85	-0.119
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	AXL	645.0	22.0	8.34	2.53	-0.108
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	ANK1	1498.0	31.0	8.02	0.991	-0.493
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	TFR2	600.0	41.0	6.18	5.88	0.441
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	SPTA1	1933.0	79.0	5.33	4.23	12.7
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	MFSD2B	475.0	33.0	5.96	0.168	0.257
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	ATP11C	407.0	24.0	4.68	5.35	1.83
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	PFKM	529.0	61.0	5.24	3.28	1.96
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	PTPRH	990.0	104.0	6.24	6.56	3.19
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	GCK	228.0	20.0	4.27	13	6.02
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	GIGYF1	954.0	41.0	2.66	3.89	7.78
INI10030750	HbA1c	african_non_british_white_others_related_s_asian_white_british	6.0	SLC30A8	343.0	43.0	0.803	5.9	1.85
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	ABCA1	1491.0	92.0	52.2	88.3	24
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	LIPG	438.0	39.0	26.4	22.7	1.6
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	LIPC	631.0	44.0	23	33.8	14
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	CETP	452.0	45.0	28.6	38.3	28.8
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	APOA1	224.0	14.0	16.8	13.4	-0.281
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	PLA2G12A	179.0	23.0	11.2	9.03	-0.301
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	PDE3B	755.0	52.0	10.4	8.72	9.22
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	APOC3	108.0	19.0	13.8	16.3	16.6
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	SCARB1	519.0	26.0	14.8	16.6	1.04
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	LPL	386.0	26.0	10.8	18.1	6.43
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	ANGPTL3	316.0	50.0	8.9	5.37	8.4
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	APOA5	244.0	30.0	9.46	11.3	10.3
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	ANGPTL8	196.0	36.0	8.2	8.89	9.26
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	SLC12A3	1083.0	102.0	6.49	-0.238	0.00385
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	NR1H3	398.0	38.0	7.01	8.93	3.67
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	LCAT	299.0	19.0	5.44	35.3	4.09
INI10030760	HDL cholesterol	african_non_british_white_others_related_s_asian_white_british	6.0	APOB	3007.0	131.0	5.44	9.8	4.15
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	GH1	301.0	16.0	55.1	12.4	0.307
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	PARPBP	542.0	56.0	16.5	0.36	-0.464
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	IGFALS	771.0	35.0	14.7	32.8	17.8
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	SPSB3	341.0	8.0	8.5	3.1	-0.139
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	IGFBP3	222.0	8.0	11.3	0.825	-0.142
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	C2CD4A	364.0	22.0	5.17	1.94	-0.17
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	CRAMP1	847.0	17.0	5.12	0.7	-0.0493
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	SSTR5	421.0	12.0	5.44	2.83	-0.0444
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	PAPPA2	1364.0	52.0	6.43	4.01	3.34
INI10030770	IGF-1	african_non_british_white_others_related_s_asian_white_british	6.0	STAB1	2258.0	212.0	-0.474	6.89	2.66
